ms_played,master_metadata_album_artist_name
980,Mooi Ngaro
820,Dj Tpz
480,Exit
1190,Country Boy Gh
880,Ethnix Namibia
850,Ethnix Namibia
740,Ethnix Namibia
1180,Jeiyo
960,Young T WokOngha
630,Jeiyo
570,Gazza
640,Gazza
122970,Gazza
1590,Gazza
414482,DJ Vuyo
7087,Amazonkies
1070,DJ Spuzza
690,Kp Illest
880,Dj Castro
820,Dj Castro
980,Nally
202517,Young T WokOngha
10469,DjShoza
1800,K.K.
1260,Amazonkies
730,MUSHE
2200,Lioness
990,Kp Illest
740,Manxebe
690,TopCheri
156940,Manxebe
690,TopCheri
680,King Elegant
770,King Elegant
890,King Elegant
890,Vikta Juiceboy
3240,Locosounds
1040,Locosounds
880,Locosounds
1400,ML
1030,TopCheri
730,TopCheri
650,TopCheri
1620,PDK
770,Voster
680,Ethnix Namibia
650,Skrypt
730,Vikta Juiceboy
660,TKB NAMIBIA
670,Dj Castro
870,Yeezir
650,Leather Mein
550,TopCheri
560,Manxebe
520,Newturn
580,King Elegant
540,Exit
480,Big Ben
460,Ethnix Namibia
430,Tswazis
430,Ethnix Namibia
400,Yeezir
390,Ethnix Namibia
410,Tswazis
400,The Dogg
390,PDK
360,DJ Vuyo
410,TopCheri
340,Vee Mampeezy
410,King Elegant
400,The Dogg
360,Ethnix Namibia
320,TopCheri
360,PDK
350,Manxebe
320,Vee Mampeezy
360,Ethnix Namibia
290,Vinchenzo
220,Yeezir
220,Miss Rose
230,Dj Kboz
250,PDK
220,Guilhermina Guilherme
280,PDK
270,Ethnix Namibia
270,Onesimus
190,Vee Mampeezy
230,Razie Kay
220,Gazza
230,Dj Tpz
240,Ethnix Namibia
130,TopCheri
240,PDK
230,Jah Prayzah
240,The Dogg
210,DJ Vuyo
280,TopCheri
260,Salma Sky
140,PDK
190,One Blood Namibia
230,Young T WokOngha
240,Ethnix Namibia
190,Locosounds
500,Gazza
3500,
1539,
2160,Don Omar
258298,Bad Bunny
156787,ROSALÍA
222153,Ozuna
120730,Aya Nakamura
7200,
7520,cassö
125040,Gunna
11569,Doja Cat
9930,Doechii
151468,Lana Del Rey
1828,
217093,Lana Del Rey
8542,
212710,Brent Faiyaz
138652,Omah Lay
97213,SZA
172342,Burna Boy
189243,Fave
1619,
7471,
238663,Wizkid
149428,Victony
220525,Ruger
219668,Rema
1802,
101000,Olamide
3343,
191245,Chike
262986,2Baba
169844,Fave
158860,Simi
230365,Sauti Sol
2272,
4858,
156600,Kizz Daniel
33478,Kizz Daniel
138594,Kizz Daniel
3585,
177435,Fireboy DML
168742,Omah Lay
165448,Joeboy
120768,CKay
206000,Roberto
1750,
14706,
3935,TheARTI$t
22890,Frank Sativa
30198,sectiontoo
1190,7TEN
710,Dee Gatti
910,
1280,Asake
196500,H_art the Band
114819,Omah Lay
1930,Gyakie
630,Pheelz
910,
1050,Fireboy DML
1260,Lucky Dube
1200,Ric Hassani
1060,Shaggy
650,Iyanya
550,
1400,Demi Mulla
810,Rod Wave
680,MBNel
560,Cat Burns
910,James Arthur
1660,
690,Rod Wave
580,Kanye West
610,Drake
880,Glass Animals
680,R.L. Beats
360,R.L. Beats
1870,Glass Animals
460,
1360,Zach Bryan
1190,Miley Cyrus
850,Olivia Rodrigo
1400,Nicki Minaj
700,Taylor Swift
480,
1240,SZA
142990,Ariana Grande
3750,Cat Burns
121710,Jason Derulo
16770,The Weeknd
430,
1170,The Weeknd
340,The Weeknd
860,The Weeknd
1630,The Weeknd
140,The Weeknd
720,
530,Ed Sheeran
1150,Sam Smith
640,Major Lazer
360,One Direction
540,Stormzy
84180,Major Lazer
0,
320,Stormzy
1170,Joeboy
70,Stormzy
70,Joeboy
2360,Davido
88020,Joeboy
380,Davido
480,Magixx
410,Wande Coal
210,Lojay
210,
500,Ella Mai
420,Giveon
440,Brandy
430,Tems
1780,Chris Brown
1300,
60,MO3
650,SFB
380,Meek Mill
680,H.E.R.
900,Nasty C
60,
700,Westlife
560,Bruno Mars
700,Koffee
1230,Zum
560,Black Eyed Peas
0,
930,Rotimi
490,Rotimi
450,Rotimi
460,Rotimi
540,Rotimi
50,
440,Harry Styles
380,Noah Kahan
450,Dean Lewis
230,Charlie Puth
900,Sadie Jean
170,Bad Bunny
920,Ñengo Flow
0,
90,Manu Chao
550,Anuel AA
430,J Balvin
170,
820,Valiant
420,Dave
490,Byron Messia
190,Ireland Boss
790,Bruno Mars
500,Sauti Sol
0,
600,Awilo Longomba
490,Asake
880,Wizkid
30,
680,Davido
80,kwn
170,Tyler Loyal
380,NESTA
440,Flozigg
100,Tolou
320,Bracket
140,
550,Fully Focus
126540,Bracket
117720,Fully Focus
560,Rema
1690,Drake
520,SPINALL
0,
3075,Chike
177541,SPINALL
900,Fireboy DML
820,Sdala B
4850,Blaq Diamond
241800,Sdala B
910,Kizz Daniel
159,Blaq Diamond
600,
780,Daddy Yankee
310,D-Block Europe
480,A Boogie Wit da Hoodie
390,The Weeknd
380,FLO
0,
460,Kizz Daniel
560,Kizz Daniel
470,Kizz Daniel
440,Kizz Daniel
480,Kizz Daniel
270,
160,XXXTENTACION
450,Lauren Spencer Smith
1190,Zoe Wees
220,Lil Tjay
620,Adam Ulanicki
740,
720,Selena Gomez
730,Dua Lipa
630,Jung Kook
570,Peggy Gou
640,Billie Eilish
290,
450,Rihanna
88750,Beyoncé
75870,Ariana Grande
110,Ariana Grande
87690,The Weeknd
640,Sam Smith
400,
450,Cardi B
740,Cardi B
240,Cardi B
320,Cardi B
690,Cardi B
0,
2140,ArrDee
630,Benson Boone
760,Maroon 5
380,Major Lazer
400,JP Saxe
0,
610,JP Saxe
48820,Major Lazer
1980,JP Saxe
280,Popcaan
600,jahmiel
870,Kranium
590,Shaneil Muir
290,
860,Mavado
1220,SZA
720,Nao
980,Burna Boy
204826,Nao
89163,Burna Boy
0,Chris Brown
10390,Summer Walker
270,
930,Murda
780,Beyoncé
3880,Alesso
830,Ayra Starr
3370,Clean Bandit
240,
1670,Meghan Trainor
770,B.o.B
1260,Doja Cat
420,Koffee
2730,Doja Cat
64050,Koffee
1770,Travie McCoy
530,
840,Rotimi
3130,Rotimi
1790,Rotimi
720,Rotimi
5670,Rotimi
6347,
9410,Dan Caplen
1110,Nao
1080,Odeal
1040,JVCK JAMES
930,Grace Carter
40,
2100,Bad Bunny
116220,Staff Paulo
2220,Jay Wheeler
1100,Bizarrap
2410,KAROL G
510,
1210,Halle
1000,Victoria Monét
870,ANTONIO SANDERS
1050,Gucci Mane
780,Fridayy
111971,ZAYN
5355,
0,DJ Snake
0,Adele
0,Camila Cabello
0,Ed Sheeran
0,
1430,SYTË
0,Jordi
0,Lo Lauren
570,Good/Vlly
0,
0,未來少女 薄荷水晶
192835,Sauti Sol
187609,Burna Boy
174545,Omah Lay
23779,Young Jonn
1985,
166438,Adekunle Gold
3787,
198000,Chike
16282,Gyakie
980,DJ Zinhle
91700,Sauti Sol
2140,Fiokee
370,
1140,Loren Allred
9200,Cat Burns
1080,Sabrina Carpenter
910,Saint Harison
137850,Billie Eilish
70,
1610,Kizz Daniel
900,Kizz Daniel
1300,Kizz Daniel
980,Kizz Daniel
920,Kizz Daniel
770,
1290,Lavern
1400,Juls
1040,IVANN
1060,Jerro
1240,Fabich
750,
1060,Odetari
760,ZWE1HVNDXR
1190,Gucci Mane
1010,NewJeans
830,Kali Uchis
580,
184102,Kali Uchis
7462,Sam Smith
940,Calvin Harris
700,Adele
140230,Calvin Harris
990,Adele
970,Taylor Swift
710,benny blanco
187550,Taylor Swift
126620,benny blanco
0,
0,Lizzo
0,Lizzo
0,Lizzo
0,Lizzo
0,Lizzo
0,
930,Becky Hill
110,Joel Corry
1580,Justin Bieber
580,Post Malone
0,Julia Michaels
9020,Post Malone
0,Julia Michaels
0,
880,Summer Walker
710,Giveon
460,Don Toliver
360,Drake
13350,Don Toliver
920,Drake
760,Miguel
0,
1130,WAWA
190,Joel Corry
420,Frenna
520,LA$$A
270,Calvin Harris
1280,
1290,Ne-Yo
570,Shawn Mendes
550,Backstreet Boys
430,Rihanna
690,Doja Cat
370,
1310,Rotimi
2130,Rotimi
3550,Rotimi
1120,Rotimi
420,
1200,Grace Davies
780,Bow Anderson
860,Mimi Webb
600,Glowe
2370,emie nathan
1060,
1440,Prince Royce
1000,ROSALÍA
480,P-Square
1076,P-Square
184772,ROSALÍA
720,Alejo
174346,P-Square
890,Alejo
490,Don Omar
380,
920,фрози
430,Joshua Bassett
440,Young Scooter
520,EST Gee
380,Sha Gz
110,
1420,Sam Smith
420,Cat Burns
310,Ed Sheeran
380,Lewis Capaldi
490,James Hype
330,
8430,Tobi Tunis
1380,Una Rams
0,Kayla Rae
1330,Merges
190,Gareth Donkin
0,
700,Victor Thompson
0,Bad Boy Timz
126206,Victor Thompson
130477,Bad Boy Timz
87045,Omah Lay
0,Wizkid
64670,Ruger
1120,Ruger
780,
2740,Mega
630,24kGoldn
510,Lizzo
330,Lil Uzi Vert
630,Kendrick Lamar
790,
182857,Victony
116672,Omah Lay
89894,melvitto
188629,Babyboy AV
147580,Oxlade
1619,
4963,
201025,Midas the Jagaban
16452,KiDi
6396,Burna Boy
137920,Samy Lrzo
650,Musa Keys
350,
71350,Musa Keys
1900,Giveon
92630,Olivia Rodrigo
10250,Olivia Rodrigo
0,Tate McRae
0,Maroon 5
0,Bruno Mars
0,The Weeknd
0,Nico & Vinz
0,Ed Sheeran
0,Meghan Trainor
0,Pitbull
0,
41980,P-Square
1060,P-Square
2450,P-Square
5070,P-Square
210850,P-Square
810,
750,Turfy Gang
550,$hirak
680,French Montana
610,KAYTRAMINÉ
780,Midas the Jagaban
600,
122580,Midas the Jagaban
1200,Post Malone
1140,Olivia Rodrigo
820,Myke Towers
980,Miley Cyrus
8820,David Kushner
0,
2450,Burna Boy
179775,Rema
186299,Adekunle Gold
170575,Ruger
1078,Ric Hassani
620,
132940,Megan Thee Stallion
970,Megan Thee Stallion
1090,Megan Thee Stallion
1960,Megan Thee Stallion
3420,Megan Thee Stallion
60,
710,El Alfa
900,Myke Towers
690,Rauw Alejandro
110980,J Balvin
780,Arcángel
360,
700,Aya Nakamura
204763,Amaarae
142036,Shakira
163300,Elton John
2440,Enrique Iglesias
2060,
3660,Normani
1490,Victoria Monét
4380,Nicole Scherzinger
2420,Sia
5040,Fifth Harmony
1410,
2430,Luis Fonsi
77710,El Alfa
32190,Farruko
2290,Bad Bunny
1230,Beéle
320,
1210,Central Cee
1090,Central Cee
1090,Central Cee
660,Central Cee
1150,Central Cee
250,
1300,Wild Rivers
150,Plàsi
700,Jake Scott
620,Sophie May
1170,Mega
420,
43710,Mega
350,Sam Smith
1500,Adele
1750,Marshmello
810,Cat Burns
770,Nicky Youre
570,
15860,Shane O
195460,Tebza De DJ
238050,Mellow & Sleazy
2020,Mellow & Sleazy
820,Zandimaz
186330,Q-Mark
117020,uLazi
870,Soa Mattrix
760,Mellow & Sleazy
210,Mellow & Sleazy
91150,Soa Mattrix
2040,DJ Jaivane
760,KCee
760,Professor
261810,Ch'cco
10790,Mellow & Sleazy
1070,2Point1
1230,Aymos
201680,2Point1
640,Konke
740,Aymos
1550,ChopLife SoundSystem
192710,Konke
800,ChopLife SoundSystem
700,Mellow & Sleazy
990,Jimmy Maradona
650,Uncle Waffles
570,Felo Le Tee
465798,Lady Amar
1270,Majeeed
21981,Mellow & Sleazy
281338,Pabi Cooper
28321,De Mthuda
124850,Tebza De DJ
1460,Big Nuz
840,Major Keys
850,Mellow & Sleazy
178070,Major Keys
5280,Mellow & Sleazy
156530,Uncle Waffles
97330,Mas Musiq
72220,Shaunmusiq
84550,DJ Maphorisa
163440,Ice Beats Slide
5510,Casswell P
3600,Mellow & Sleazy
980,Felo Le Tee
4800,Myztro
90650,Mas Musiq
323360,9umba
120580,S'Villa
1170,Semi Tee
9150,Mellow & Sleazy
2600,
92020,Rayvanny
1000,Spyro
1420,Burna Boy
155570,Dave
1850,King
550,
151850,Omah Lay
131890,Tiwa Savage
1020,TopCheri
100200,PDK
185600,Ethnix Namibia
185730,Ethnix Namibia
75698,Ethnix Namibia
36600,Ethnix Namibia
21750,Jeiyo
800,Jeiyo
970,Young T WokOngha
43960,Gazza
3400,Gazza
182282,DJ Vuyo
25227,Amazonkies
1230,DJ Spuzza
580,Kp Illest
85730,DJ Spuzza
970,Kp Illest
380,Dj Castro
800,Dj Castro
1120,Nally
74640,Young T WokOngha
820,DjShoza
800,K.K.
1390,Amazonkies
580,MUSHE
920,Lioness
760,Kp Illest
118440,Manxebe
1030,TopCheri
86250,King Elegant
36269,King Elegant
920,King Elegant
2660,Vikta Juiceboy
2790,Locosounds
1860,Locosounds
660,Locosounds
880,ML
990,TopCheri
830,TopCheri
590,TopCheri
1500,PDK
620,Ethnix Namibia
1150,Voster
880,Skrypt
800,Vikta Juiceboy
930,TKB NAMIBIA
780,Yeezir
950,Dj Castro
570,Leather Mein
450,TopCheri
900,Newturn
740,Manxebe
0,Exit
990,King Elegant
810,Big Ben
1120,Ethnix Namibia
370,Ethnix Namibia
1400,Yeezir
620,Tswazis
940,Tswazis
560,Fully Focus
1300,Ethnix Namibia
1030,Azawi
1170,Namadingo
182282,DJ Vuyo
69627,Blaq Diamond
990,Lydia Jazmine
730,Ethnix Namibia
870,Fik Fameica
550,Vamos 256
200,Herman life
450,TopCheri
720,Bruce Melodie
1610,Ethnix Namibia
760,Cedo
930,Azawi
720,Xaven
4660,King Saha
1030,King Elegant
1630,PDK
780,Chanda na Kay
860,Azawi
790,Charma Gal
870,pinky
460,Irene Ntale
530,Yeezir
1280,TopCheri
610,Azawi
700,Mico The Best
2140,Manxebe
810,Chereh Sputswe
920,Bwiza
630,Ethnix Namibia
256910,One Blood Namibia
1420,Billnass
640,Fille
670,Azawi
700,Sheebah
750,Young T WokOngha
1120,The Dogg
450,Ethnix Namibia
660,Namadingo
710,Dogo Janja
590,DJ Vuyo
720,Driemo Mw
560,David Lutalo
1040,PDK
1670,Azawi
770,Phyzix
770,Darassa
660,Chriss Eazy
680,Dre Cali
580,Neo
700,Ray G
490,DJ Vuyo
580,Gazza
820,Neo
100240,Gazza
820,Neo
900,ALLAN TONIKS
1100,Mzee wa Bwax
830,Stamina Shorwebwenzi
1000,Shinsoman
730,Gazza
990,One Blood Namibia
150,Mun G
57710,One Blood Namibia
1240,Mun G
910,PDK
1640,Naiboi
1020,Mudra D Viral
1400,ExQ
11799,Chile One Mr Zambia
299240,Gazza
940,Azawi
830,Shashl
990,Ethnix Namibia
610,Eli Njuchi
880,Kohen Jaycee
840,One Blood Namibia
920,The Dogg
520,Janta MW
620,Ethnix Namibia
780,F Jay
330,The Ben
12680,Pia Pounds
71290,Mega
99231,Mega
151791,Mega
111046,Mega
192905,Mega
7072,Mega
8090,Mega
510,
1140,Young Jonn
2390,Fireboy DML
700,Asake
880,Magixx
110090,P-Square
4964,eMMANUEL
950,
175970,KAROL G
130490,Zion & Lennox
6610,Bad Bunny
158140,Farruko
101170,Don Omar
2620,
3970,Olivia Rodrigo
630,Taylor Swift
840,Miley Cyrus
530,Cardi B
450,Nicki Minaj
0,
145800,CKay
162802,Travis Scott
160136,UB40
196160,RAYE
214106,Musketeers
616,Jeif Annie
2070,
760,Gyakie
630,Omah Lay
550,Gyakie
153946,Omah Lay
155293,Pheelz
1671,
219042,Ruger
3186,
5886,Teni
240,Chike
550,Nviiri The Storyteller
370,Falz
870,
2660,Chike
1930,Nviiri The Storyteller
410,Chike
239317,Rema
159100,Rema
99122,Rema
790,Rema
1160,Rema
550,
1020,Hal
720,Batas Senja
830,The Neighbourhood
410,Izzamuzzic
290,Fresly Nikijuluw
50,
770,Tinashe
360,Victoria Monét
560,Queen Naija
560,Ciara
620,USHER
450,
630,Charlie Puth
280,Ed Sheeran
360,Zara Larsson
710,Justin Bieber
300,
480,Halsey
530,Summer Walker
530,Summer Walker
440,Summer Walker
440,Summer Walker
210,
350,Summer Walker
340,Becky G
640,Maluma
550,Bad Bunny
450,Manuel Turizo
380,
400,Rauw Alejandro
930,Joeboy
740,Lojay
158400,Joeboy
212975,Lojay
64279,Davido
1140,Magixx
1760,Korede Bello
780,
1070,Bryson Tiller
1000,Faith Evans
760,Olamide
1000,PARTYNEXTDOOR
197000,Aya Nakamura
2533,
4754,
6760,Tabitha
850,MC INSANE
870,iann dior
520,LBI利比
560,sor
430,
1870,Sam Smith
1030,Adele
58780,Cat Burns
283836,Hillsong UNITED
23450,RuthAnne
164678,Dato Seiko
36081,Bea Anderson
920,
1210,Bruno Mars
650,Bruno Mars
1070,Bruno Mars
760,Bruno Mars
490,Bruno Mars
166010,Bruno Mars
146420,Bruno Mars
980,
930,Keyshia Cole
850,702
2340,Fantasia
1110,Sevyn Streeter
640,Lil' Mo
370,
102430,Fireboy DML
84510,Burna Boy
5160,Shenseea
156690,Fave
1933,
57000,Jipo
9195,
11945,GBM Nutron
28510,Vybz Kartel
18790,Kes
1010,D'yani
740,Adam O
400,
173906,SZA
16673,Drake
590,Nicki Minaj
146850,Pop Smoke
7830,Flyana Boss
4480,
37390,PARTYNEXTDOOR
1320,Janelle Monáe
1240,Chris Brown
870,The Weeknd
750,Ella Mai
79190,Ella Mai
890,The Weeknd
530,
205090,Bad Bunny
80119,Farruko
30270,Focalistic
148200,Tebza De DJ
380,Bnxn
650,Costa Titch
600,Q-Mark
450,Deep London
640,Tebza De DJ
340,uLazi
520,Davido
570,DJ Jaivane
290,King Promise
500,Blaq Diamond
270,Asake
300,2Point1
490,DJ Maphorisa
520,KCee
355957,DJ Maphorisa
10545,KCee
2300,DJ Maphorisa
610,KCee
1140,Kizz Daniel
1890,Musa Keys
570,Harmonize
106400,Musa Keys
830,Harmonize
330,Khaid
211875,Spyro
22860,Davido
1020,Poco Lee
880,Asake
980,Flavour
1840,Majeeed
1160,Majeeed
95010,Flavour
0,Major Keys
1180,Majeeed
0,Major Keys
0,Kelly Khumalo
193892,K.O
1890,K.O
560,Khaid
970,Rexxie
1080,Johnny Drille
690,ChopLife SoundSystem
0,Blaqbonez
0,DJ Tarico
0,Soa Mattrix
0,Crayon
1050,Crayon
241510,Soa Mattrix
33972,Tebza De DJ
950,Adekunle Gold
730,Ze2
1120,Professor
106960,Lady Amar
49770,Big Nuz
1170,The Therapist
880,Khaid
840,Young Jonn
830,Mavuthela
1060,Sam Deep
700,Aymos
1300,Konke
730,De Mthuda
890,DJ Nomza The King
1040,Asake
109350,Sdala B
70,
218426,Bracket
151304,Fully Focus
204750,Rema
171469,Libianca
5270,Falz
850,
129840,SPINALL
78270,Wizkid
1090,Wande Coal
1130,Kizz Daniel
530,Burna Boy
490,
760,Rema
204755,Rema
24774,Rema
0,Rema
660,
6450,Rema
1010,Mariah the Scientist
840,Stonebwoy
900,Lonely in the Rain
620,Jack Harlow
930,Lucky Daye
220,
880,Kali Uchis
380,Tinashe
187723,Kali Uchis
23916,Tinashe
1140,Miguel
770,Victoria Monét
1080,Coco Jones
360,
1170,Beyoncé
570,Calvin Harris
490,The Weeknd
1210,Justin Bieber
92410,Calvin Harris
146720,Justin Bieber
187000,Lizzo
1880,
7157,
205205,Giveon
29985,Giveon
960,Giveon
930,Giveon
620,Giveon
530,
194543,ROSALÍA
162406,KAROL G
1060,Nicky Jam
1020,Daddy Yankee
270,Maluma
0,
990,Sauti Sol
850,Nviiri The Storyteller
830,Nandy
940,Nyashinski
3060,Mbuzi Gang
310,
139660,Brent Faiyaz
880,Justine Skye
1170,Nasty C
132360,Rotimi
124130,melvitto
0,
0,Kizz Daniel
5890,Ric Hassani
0,Pheelz
26420,Ric Hassani
93590,Pheelz
0,Mr Eazi
0,Omah Lay
0,
10676,James Arthur
190716,The Weeknd
770,Stormzy
420,Meghan Trainor
790,Adele
500,
660,Ruger
2360,Ruger
780,Ruger
1250,Ruger
640,Ruger
880,
900,Calle 24
280,Maná
70,Fuerza Regida
0,Feid
0,Banda MS de Sergio Lizárraga
0,
540,Pheelz
870,Vybz Kartel
0,melvitto
240,Victor Thompson
800,Popcaan
0,
0,Selena Gomez
0,Nadg
0,Gucci Mane
0,Zach Bryan
0,
0,IQ
0,LiL CaKe
20,J Balvin
0,Bad Bunny
0,Manuel Turizo
0,
0,KAROL G
1090,Olivia Rodrigo
0,Dua Lipa
550,Taylor Swift
530,Miley Cyrus
0,Jung Kook
0,
81280,PinkPantheress
230870,Ammara Brown
171959,Dave
1070,Billie Eilish
114040,Saint Levant
670,
138652,Omah Lay
167655,Simi
6527,Joeboy
810,Fireboy DML
1120,Kizz Daniel
470,
1460,Burna Boy
103570,1da Banton
1000,Wizkid
980,NLE Choppa
1640,Asake
1110,Jazzy
540,
1380,Chunkz
640,Byron Messia
52420,Icandy
34008,Nicki Minaj
189386,Olivia Rodrigo
137575,Olivia Rodrigo
150,
1010,Nicki Minaj
1220,Olivia Rodrigo
870,Cardi B
630,Billie Eilish
3650,Cardi B
890,Billie Eilish
2500,Travis Scott
204980,Billie Eilish
3670,Travis Scott
520,Rihanna
1557,
960,Dua Lipa
940,benny blanco
1130,Taylor Swift
680,Cardi B
700,
200889,Cardi B
261973,Santana
1180,Santana
31327,Santana
990,Santana
600,Santana
470,
780,ROSALÍA
860,Danny Ocean
3090,Ñengo Flow
860,NATTI NATASHA
199886,J Balvin
1828,
19315,Dan Caplen
5511,
970,Nao
940,JVCK JAMES
680,Odeal
930,Grace Carter
620,
146840,Chris Brown
160000,Pop Smoke
17408,Lizzo
1220,Drake
920,SZA
890,
800,Armand Van Helden
2840,Pete Bellis & Tommy
1190,Rihanna
880,VAX
68860,Rihanna
1530,VAX
1280,Birdy
0,
1110,Benson Boone
510,Rosa Linn
770,Ruth B.
530,Cat Burns
550,Maroon 5
490,
850,Ruger
540,Ruger
840,Ruger
570,Ruger
860,Maluma
210,
660,Ovi
910,Josue Alaniz
880,Chencho Corleone
590,Darell
340,
191502,Koffee
207157,Dexta Daps
197972,Mr Eazi
154778,S1mba
196662,Rotimi
2011,
6400,
239581,The Weeknd
216164,Bruno Mars
6343,Justin Bieber
830,John Legend
650,Ed Sheeran
70,
880,Zum
168857,Adekunle Gold
34283,Bad Boy Timz
24229,Rvfv
300302,Tebza De DJ
139376,Kizz Daniel
157713,Asake
207969,Costa Titch
910,Bad Boy Timz
60,
1180,Yeezir
570,Babyboy AV
1340,Rema
500,Olamide
98890,Babyboy AV
302390,Musketeers
300302,Tebza De DJ
157713,Asake
154512,Davido
139377,Kizz Daniel
407732,Sdala B
327079,Costa Titch
221827,Q-Mark
1910,
219500,Victony
183056,Omah Lay
188629,Babyboy AV
173142,Adekunle Gold
169562,Rema
1854,
2560,
175000,Victony
124148,Ayra Starr
1680,Davido
183010,P-Square
2160,CKay
120,
1030,Burna Boy
760,CKay
440,Tayc
134410,Oxlade
207000,Fireboy DML
2272,
6321,
2810,PRETTYMUCH
161028,Pink Sweat$
160191,Kali Uchis
49139,teo glacier
2650,
148956,Sam Kim
145860,Camila Cabello
154000,Olivia Rodrigo
1380,Miley Cyrus
188800,Khalid
138090,Mark Ronson
900,
201025,Midas the Jagaban
130234,SPINALL
204750,Rema
184791,Libianca
154029,Pheelz
1410,
4336,
216991,Burna Boy
152608,Rayvanny
148672,JZyNo
182990,Gyakie
128597,Bracket
874,
6962,
200249,Pitbull
5784,Enrique Iglesias
2020,David Guetta
70430,Nicki Minaj
193231,Mike Posner
1764,
6727,
164878,Kizz Daniel
1860,Kizz Daniel
1570,Kizz Daniel
1020,Kizz Daniel
660,Kizz Daniel
350,
1060,INJI
1760,Peggy Gou
7620,Suzi Chavo
5350,Beyoncé
1600,Drake
440,
12290,Olivia Rodrigo
176579,Dua Lipa
23870,Taylor Swift
27370,Jung Kook
23180,Miley Cyrus
3696,
198359,Bruno Mars
184898,Lizzo
201282,Dua Lipa
186017,Justin Bieber
146654,Cat Burns
1581,
5970,
34867,Marc Anthony
77630,Marc Anthony
3590,Marc Anthony
5040,Marc Anthony
3130,Marc Anthony
1656,Backstreet Boys
0,Westlife
3993,
202735,Elton John
198773,Don Omar
119111,Ozuna
810,
2490,Lexsil
134804,Nikita Kering'
90557,Tanasha Donna
590,Nonso Amadi
194748,LADIPOE
570,Teni
1040,Reekado Banks
340,Gyakie
290,
1110,Pitbull
210,Enrique Iglesias
290,Nicki Minaj
510,David Guetta
340,Mike Posner
950,Kizz Daniel
220,
390,Kizz Daniel
300,Kizz Daniel
340,Kizz Daniel
480,Kizz Daniel
290,
260,Peggy Gou
820,INJI
140,Suzi Chavo
460,Drake
160,Beyoncé
50,
260,Rotimi
580,Pheelz
370,JayO
400,Maleek Berry
310,Samy Lrzo
0,Samy Lrzo
87730,JayO
176220,Samy Lrzo
3990,Maleek Berry
860,
640,Joeboy
690,Davido
540,Simi
650,Omah Lay
670,Ruger
220,
670,Bayanni
460,melvitto
490,1da Banton
580,Fireboy DML
440,Rema
473600,Rema
2240,Fireboy DML
650,
1000,Katy Perry
850,Jennifer Lopez
680,Pitbull
910,Ellie Goulding
460,Ed Sheeran
1170,
490,Kizz Daniel
740,Kizz Daniel
500,Kizz Daniel
560,Kizz Daniel
64940,Kizz Daniel
620,
1850,DJ Snake
850,Cardi B
2490,FKA twigs
151106,Cardi B
1150,FKA twigs
1110,Kaliii
14740,FKA twigs
46150,Kaliii
50560,Ariana Grande
20,
1420,Tinashe
3110,Queen Naija
1060,Victoria Monét
880,Ciara
580,USHER
10,
99420,Sam Smith
950,Harry Styles
970,DJ Snake
540,Dua Lipa
560,Charlie Puth
230,
970,Spyro
590,Spyro
1380,Spyro
860,Spyro
1530,
96405,Nicki Minaj
19791,Post Malone
1290,Beyoncé
4380,B.o.B
540,Alicia Keys
0,
680,FLO
3120,Chris Brown
580,The Weeknd
590,Amaarae
920,The Weeknd
1350,Amaarae
91770,The Weeknd
1980,Jeiyo
490,Young T WokOngha
0,Gazza
1620,Young T WokOngha
0,Gazza
0,Gazza
118638,DJ Vuyo
1540,Amazonkies
208960,DJ Spuzza
1590,Kp Illest
760,Dj Castro
530,Dj Castro
1000,Nally
98520,Young T WokOngha
1200,DjShoza
840,K.K.
1060,Amazonkies
600,MUSHE
890,Lioness
190,Kp Illest
210,TopCheri
183400,Manxebe
400,King Elegant
80800,TopCheri
86250,King Elegant
12419,King Elegant
1370,King Elegant
1300,Vikta Juiceboy
0,Locosounds
0,Locosounds
0,Locosounds
0,ML
0,TopCheri
0,TopCheri
91067,TopCheri
202057,PDK
198008,Ethnix Namibia
69584,Voster
960,Skrypt
640,Vikta Juiceboy
1120,TKB NAMIBIA
940,Yeezir
360926,Dj Castro
282000,TopCheri
173270,Leather Mein
279567,Newturn
9541,Manxebe
1070,King Elegant
790,Exit
730,Big Ben
1820,Ethnix Namibia
730,Ethnix Namibia
1050,Yeezir
610,Tswazis
1730,Tswazis
670,Fully Focus
1760,DJ Vuyo
151304,Fully Focus
182282,DJ Vuyo
195362,Jeff Akoh
185600,Ethnix Namibia
86250,King Elegant
29325,TopCheri
820,
1450,Alicia Keys
2030,Mary J. Blige
770,Jaheim
450,USHER
700,Joe
480,
3280,Bad Bunny
80,Rauw Alejandro
430,Farruko
420,Maluma
350,Nicky Jam
350,
1660,The Weeknd
470,The Weeknd
570,The Weeknd
410,The Weeknd
350,The Weeknd
340,
410,Kali Uchis
810,Olivia Rodrigo
380,d4vd
290,Santana
130,Dave
690,
229310,d4vd
2960,ROSALÍA
900,Staff Paulo
1120,Jhayco
880,Rvssian
720,Darell
450,
700,Selena Gomez
770,Zach Bryan
560,Gucci Mane
480,Nadg
1360,GloRilla
1080,Black Eyed Peas
290,
204654,Major Lazer
216408,Jason Derulo
18342,Pitbull
1250,Shouse
240,
147600,Magixx
169844,Fave
174117,Adekunle Gold
91784,Omah Lay
82747,Omah Lay
1724,
138348,Joeboy
4571,
